User_ID,Age,Gender,Total_App_Usage_Hours,Daily_Screen_Time_Hours,Number_of_Apps_Used,Social_Media_Usage_Hours,Productivity_App_Usage_Hours,Gaming_App_Usage_Hours,Location,Overlap Indicator,range_age,Social Ratio,Gaming Ratio,Productivity Ratio,User Type
443,21,Male,4.27,12.43,12,0.11,0.41,4.75,Houston,0,18-25,0.025761124,1.112412178,0.096018735,Gamer
444,33,Male,5.73,9.78,10,4.91,0.77,2.04,Los Angeles,0,26-35,0.856893543,0.356020942,0.134380454,Social User
445,41,Male,2.88,8.11,16,0.43,2.2,2.33,Chicago,0,36-45,0.149305556,0.809027778,0.763888889,Gamer
446,33,Female,1.82,11.79,26,4.07,2.55,0.26,Phoenix,0,26-35,2.236263736,0.142857143,1.401098901,Social User
447,19,Male,9.61,8.88,5,1.4,1.29,0.19,Chicago,1,18-25,0.145681582,0.019771072,0.134235172,Social User
448,45,Male,3.92,4.78,14,0.66,1.58,3.59,Los Angeles,0,36-45,0.168367347,0.915816327,0.403061224,Gamer
449,49,Male,2.96,3.69,18,2.2,0.43,2.69,New York,0,46+,0.743243243,0.908783784,0.14527027,Gamer
450,44,Male,8.61,2.98,25,3.22,1.52,2.54,Houston,1,36-45,0.37398374,0.295005807,0.176538908,Social User
451,37,Female,7.8,12.69,19,1.9,4.83,1.22,Phoenix,0,36-45,0.243589744,0.156410256,0.619230769,Productivity User
452,41,Female,7.97,10.23,3,0.27,4.72,3.72,New York,0,36-45,0.033877039,0.466750314,0.592220828,Productivity User
453,29,Female,3.52,13.19,25,3,1.67,0.84,New York,0,26-35,0.852272727,0.238636364,0.474431818,Social User
454,52,Female,3.56,8.84,12,4.51,2.85,0.95,Chicago,0,46+,1.266853933,0.266853933,0.800561798,Social User
455,50,Male,3.43,7.15,27,1.92,4.55,2.3,Los Angeles,0,46+,0.559766764,0.670553936,1.326530612,Productivity User
456,50,Female,2.91,1.78,25,1.08,0.03,1.43,Chicago,1,46+,0.371134021,0.491408935,0.010309278,Gamer
457,54,Male,8.21,9.73,12,2.21,4.05,1.24,Los Angeles,0,46+,0.269183922,0.151035323,0.493300853,Productivity User
458,29,Male,10.33,8.57,23,0.24,4.74,3.23,Chicago,1,26-35,0.023233301,0.31268151,0.458857696,Productivity User
459,20,Male,8.97,13.87,26,4.1,0.46,3.25,New York,0,18-25,0.457079153,0.362318841,0.051282051,Social User
460,18,Male,9.71,4.11,4,4.13,0.81,4.12,Houston,1,18-25,0.425334706,0.42430484,0.083419156,Social User
461,50,Male,5.45,7.9,11,2.94,4.8,2.09,Los Angeles,0,46+,0.539449541,0.383486239,0.880733945,Productivity User
462,57,Female,8.19,9.46,24,1.77,2.69,0.37,Phoenix,0,46+,0.216117216,0.045177045,0.328449328,Productivity User
463,27,Female,4.9,9.38,15,4,0.07,1.37,Phoenix,0,26-35,0.816326531,0.279591837,0.014285714,Social User
464,46,Female,6.78,8.3,27,2.77,1.29,4.9,New York,0,46+,0.408554572,0.722713864,0.190265487,Gamer
465,30,Female,6.3,11.1,18,4.13,2.25,2.98,Chicago,0,26-35,0.655555556,0.473015873,0.357142857,Social User
466,29,Male,2.95,3.66,20,3.16,3.46,3.55,Chicago,0,26-35,1.071186441,1.203389831,1.172881356,Gamer
467,48,Female,5.26,10.43,21,3.92,3.67,0.04,New York,0,46+,0.745247148,0.007604563,0.697718631,Social User
468,19,Male,11.6,9.06,14,2.99,4.98,2.59,Phoenix,1,18-25,0.257758621,0.223275862,0.429310345,Productivity User
469,52,Female,3.73,12.65,10,2.07,1.44,0.19,Phoenix,0,46+,0.554959786,0.050938338,0.386058981,Social User
470,40,Male,2.47,12.01,19,4.79,2.69,2.85,Chicago,0,36-45,1.939271255,1.153846154,1.089068826,Social User
471,34,Male,5.6,5.1,17,2.71,2.67,4.6,Los Angeles,1,26-35,0.483928571,0.821428571,0.476785714,Gamer
472,43,Female,9.69,4.59,12,3.03,2.03,4.84,Houston,1,36-45,0.312693498,0.499484004,0.209494324,Gamer
473,25,Male,7.4,13.76,17,1.1,0.85,2.7,Los Angeles,0,18-25,0.148648649,0.364864865,0.114864865,Gamer
474,46,Male,8.49,7.85,17,3.13,4.89,2.29,Phoenix,1,46+,0.368669022,0.269729093,0.575971731,Productivity User
475,43,Female,3.09,12.78,25,2.86,4.27,4.73,Los Angeles,0,36-45,0.925566343,1.530744337,1.381877023,Gamer
476,27,Male,7.81,3.13,9,0.92,2.49,3.37,Houston,1,26-35,0.117797695,0.431498079,0.318822023,Gamer
477,43,Female,4.56,9.36,15,0.3,3.02,0.32,Los Angeles,0,36-45,0.065789474,0.070175439,0.662280702,Productivity User
478,51,Female,10.18,11.53,19,3.02,1.14,2.33,Los Angeles,0,46+,0.296660118,0.228880157,0.111984283,Social User
479,58,Female,7.92,13.32,11,3.82,2.72,1.2,Los Angeles,0,46+,0.482323232,0.151515152,0.343434343,Social User
480,24,Male,3.19,5.39,10,2.62,3.47,2.35,Los Angeles,0,18-25,0.821316614,0.736677116,1.087774295,Productivity User
481,21,Male,1.71,10.42,22,1.13,2.58,2.28,New York,0,18-25,0.660818713,1.333333333,1.50877193,Productivity User
482,28,Male,1.47,8,28,3.33,4.95,2.91,Phoenix,0,26-35,2.265306122,1.979591837,3.367346939,Productivity User
483,46,Female,5.09,1.79,29,0.4,3.06,1.78,Houston,1,46+,0.078585462,0.349705305,0.601178782,Productivity User
484,53,Male,3.92,9.97,23,2.21,1.85,0.82,Phoenix,0,46+,0.56377551,0.209183673,0.471938776,Social User
485,42,Female,8.11,9.97,20,0.82,3.86,2.52,New York,0,36-45,0.101109741,0.310727497,0.47595561,Productivity User
486,38,Female,6.49,13.1,15,0.92,0.85,4.15,New York,0,36-45,0.141756549,0.6394453,0.130970724,Gamer
487,53,Male,3.93,7.47,18,1.01,1.92,3.32,New York,0,46+,0.256997455,0.844783715,0.488549618,Gamer
488,27,Female,2.64,3.99,11,1.93,1.73,1.69,New York,0,26-35,0.731060606,0.640151515,0.65530303,Social User
489,54,Male,2.4,1.58,14,0.26,2.16,4.68,Los Angeles,1,46+,0.108333333,1.95,0.9,Gamer
490,26,Male,10.51,6.4,14,1.99,3.91,4.56,Phoenix,1,26-35,0.189343482,0.433872502,0.372026641,Gamer
491,41,Male,3.68,4.92,8,2.56,2.42,1.05,Chicago,0,36-45,0.695652174,0.285326087,0.657608696,Social User
492,52,Male,8.17,10.89,21,2.42,3.97,0.2,Houston,0,46+,0.29620563,0.024479804,0.485924113,Productivity User
493,52,Male,9.92,5.61,9,1.91,2.88,3.71,New York,1,46+,0.192540323,0.373991935,0.290322581,Gamer
494,53,Female,7.75,13.34,27,4.2,1.71,4.14,Phoenix,0,46+,0.541935484,0.534193548,0.220645161,Social User
495,35,Female,10.46,13.51,5,0.73,4.05,4.84,New York,0,26-35,0.069789675,0.462715105,0.387189293,Gamer
496,56,Female,5.32,9.07,18,2.53,1.19,4.45,New York,0,46+,0.47556391,0.836466165,0.223684211,Gamer
497,49,Male,11.52,13.07,20,0.31,1.12,3,New York,0,46+,0.026909722,0.260416667,0.097222222,Gamer
498,41,Male,2.46,10.89,18,0.36,2.52,2.65,New York,0,36-45,0.146341463,1.077235772,1.024390244,Gamer
499,40,Male,2.12,8.11,25,2.87,1.3,0.14,New York,0,36-45,1.353773585,0.066037736,0.613207547,Social User
500,49,Female,8.25,3.34,9,2.83,0.05,1.23,Houston,1,46+,0.343030303,0.149090909,0.006060606,Social User
501,54,Male,11.37,6.96,6,4.39,3.24,2.3,Phoenix,1,46+,0.386103782,0.202286719,0.284960422,Social User
502,29,Female,9.9,8.29,29,2.79,2.56,3.14,New York,1,26-35,0.281818182,0.317171717,0.258585859,Gamer
503,30,Female,1.84,12.23,27,4.8,2.23,2.79,New York,0,26-35,2.608695652,1.516304348,1.211956522,Social User
504,40,Male,4.07,7.26,10,0.24,4.83,3.71,New York,0,36-45,0.058968059,0.911547912,1.186732187,Productivity User
505,42,Male,11.23,12.67,15,0.49,2.86,1.4,New York,0,36-45,0.043633126,0.124666073,0.254674978,Productivity User
506,52,Female,3.78,9.77,15,0.22,4.32,2.82,Los Angeles,0,46+,0.058201058,0.746031746,1.142857143,Productivity User
507,58,Male,9.59,2.78,19,0.93,0.7,0.44,Los Angeles,1,46+,0.096976017,0.045881126,0.072992701,Social User
508,47,Female,10.08,13.93,19,2.71,2.85,2.07,Chicago,0,46+,0.268849206,0.205357143,0.282738095,Productivity User
509,34,Male,6.45,7.85,7,3.23,4.34,3.75,New York,0,26-35,0.500775194,0.581395349,0.672868217,Productivity User
510,37,Male,5.25,6.09,8,0.23,2.92,3.47,Chicago,0,36-45,0.043809524,0.660952381,0.556190476,Gamer
511,42,Female,5.95,9.57,21,4.73,3.59,4.95,Houston,0,36-45,0.794957983,0.831932773,0.603361345,Gamer
512,39,Male,3.5,2.42,15,4.21,1.86,1.39,Chicago,1,36-45,1.202857143,0.397142857,0.531428571,Social User
513,30,Female,10.78,9.28,27,1.48,0.46,2.49,Phoenix,1,26-35,0.13729128,0.230983302,0.042671614,Gamer
514,36,Male,5.96,7.48,28,0.39,2.29,1.65,Los Angeles,0,36-45,0.065436242,0.276845638,0.384228188,Productivity User
515,53,Female,10.71,6.29,16,0.85,1.97,2.2,Los Angeles,1,46+,0.079365079,0.2054155,0.183940243,Gamer
516,29,Female,2.16,13.39,24,0.63,4.34,4.28,New York,0,26-35,0.291666667,1.981481481,2.009259259,Productivity User
517,58,Male,11.87,7.79,6,0.62,1.22,3.42,New York,1,46+,0.052232519,0.288121314,0.102780118,Gamer
518,36,Female,5.88,3.85,9,2.59,4.83,4.41,Houston,1,36-45,0.44047619,0.75,0.821428571,Productivity User
519,29,Male,1.53,6.97,10,1.23,4.79,1.02,Houston,0,26-35,0.803921569,0.666666667,3.130718954,Productivity User
520,26,Male,1.42,12.95,27,1.79,1.24,4.37,Phoenix,0,26-35,1.26056338,3.077464789,0.873239437,Gamer
521,24,Male,9.21,3.29,15,4.95,1.74,0.3,New York,1,18-25,0.537459283,0.03257329,0.188925081,Social User
522,45,Female,8.25,3.78,29,3.42,4.48,4.44,New York,1,36-45,0.414545455,0.538181818,0.543030303,Productivity User
523,31,Female,9.82,1.17,8,4.74,4.83,1.65,Houston,1,26-35,0.482688391,0.16802444,0.49185336,Productivity User
524,48,Male,2.16,1.18,8,0.71,2.22,1.57,Houston,1,46+,0.328703704,0.726851852,1.027777778,Productivity User
525,36,Male,1.39,11.78,26,1.91,1.6,2.56,Houston,0,36-45,1.374100719,1.841726619,1.151079137,Gamer
526,33,Female,6.59,10.52,23,2.77,2.63,4.7,Los Angeles,0,26-35,0.420333839,0.713201821,0.39908953,Gamer
527,22,Male,5.26,5.62,5,0.38,3.44,0.24,Chicago,0,18-25,0.072243346,0.045627376,0.653992395,Productivity User
528,52,Male,6.08,10.08,5,0.02,1.37,1.76,Chicago,0,46+,0.003289474,0.289473684,0.225328947,Gamer
529,29,Female,11.91,6.14,15,3.35,3.68,4.28,New York,1,26-35,0.281276238,0.359361881,0.308984047,Gamer
530,42,Male,11.68,13.39,24,3.21,0.26,1.98,Los Angeles,0,36-45,0.274828767,0.169520548,0.022260274,Social User
531,38,Female,11.37,13.57,4,2.05,0.25,1,Houston,0,36-45,0.180299033,0.087950748,0.021987687,Social User
532,53,Male,9.62,6.11,18,2.45,1.93,2.12,New York,1,46+,0.254677755,0.22037422,0.200623701,Social User
533,40,Female,4.9,12.1,24,2.08,1.77,1.93,Los Angeles,0,36-45,0.424489796,0.393877551,0.36122449,Social User
534,33,Male,5.53,11.05,8,0.12,1.58,4.58,Phoenix,0,26-35,0.021699819,0.828209765,0.285714286,Gamer
535,56,Male,7.05,5.03,10,1.68,2.46,3.81,Los Angeles,1,46+,0.238297872,0.540425532,0.34893617,Gamer
536,59,Female,10.14,4.02,25,0.89,1.6,2.53,New York,1,46+,0.087771203,0.249506903,0.157790927,Gamer
537,56,Male,1.76,6.96,10,0.49,0.96,4.94,Chicago,0,46+,0.278409091,2.806818182,0.545454545,Gamer
538,31,Female,5.67,11.16,27,4.78,1.55,2.33,Houston,0,26-35,0.84303351,0.410934744,0.273368607,Social User
539,48,Male,1.91,13.48,8,3,4.87,0.29,Phoenix,0,46+,1.570680628,0.151832461,2.54973822,Productivity User
540,22,Female,6.66,10.93,16,3.64,2.06,1.31,Los Angeles,0,18-25,0.546546547,0.196696697,0.309309309,Social User
541,52,Female,10.89,12.12,5,1.58,2.22,2.18,New York,0,46+,0.145087236,0.200183655,0.203856749,Productivity User
542,40,Female,9.61,8.84,12,1.97,2.88,0.78,New York,1,36-45,0.204994797,0.081165453,0.299687825,Productivity User
543,46,Female,3.51,11.86,5,1.18,4.92,4.74,Houston,0,46+,0.336182336,1.35042735,1.401709402,Productivity User
544,28,Male,11.74,11.2,29,0.48,1.21,3.83,New York,1,26-35,0.04088586,0.326235094,0.10306644,Gamer
545,35,Male,8.34,5.9,14,0.9,3.41,1.34,New York,1,26-35,0.107913669,0.160671463,0.408872902,Productivity User
546,29,Female,1.11,8.18,19,3.99,3.58,2.95,Houston,0,26-35,3.594594595,2.657657658,3.225225225,Social User
547,26,Female,3.81,11.46,29,3.39,3.04,3.61,Phoenix,0,26-35,0.88976378,0.947506562,0.797900262,Gamer
548,27,Female,3.87,1.6,7,2.73,0.44,4.71,Chicago,1,26-35,0.705426357,1.217054264,0.11369509,Gamer
549,34,Male,1.76,11.51,22,2.38,3.38,4.41,Chicago,0,26-35,1.352272727,2.505681818,1.920454545,Gamer
550,55,Male,11.56,3.31,27,4.61,0.32,2.58,Los Angeles,1,46+,0.398788927,0.223183391,0.027681661,Social User
551,24,Male,6.26,7.69,11,0.36,2.98,3.87,Phoenix,0,18-25,0.057507987,0.618210863,0.476038339,Gamer
552,30,Male,10.85,11.51,23,1.4,3.7,2.81,Los Angeles,0,26-35,0.129032258,0.258986175,0.341013825,Productivity User
553,57,Female,4.54,4.3,28,1.75,1.05,2.76,Chicago,1,46+,0.385462555,0.607929515,0.231277533,Gamer
554,59,Female,2.38,4.2,22,3.91,4.21,0.57,Houston,0,46+,1.642857143,0.239495798,1.768907563,Productivity User
555,26,Female,6.22,6.24,9,4.96,0.15,0.63,New York,0,26-35,0.797427653,0.101286174,0.024115756,Social User
556,44,Male,2.25,12.63,24,1.2,4.22,2.65,Chicago,0,36-45,0.533333333,1.177777778,1.875555556,Productivity User
557,19,Male,6.35,1.01,6,4.37,2.3,1.34,Phoenix,1,18-25,0.688188976,0.211023622,0.362204724,Social User
558,22,Male,11.12,12.72,15,4.15,1.09,0.11,Chicago,0,18-25,0.373201439,0.009892086,0.098021583,Social User
559,46,Female,6.73,3,15,1.12,0.67,3.61,Phoenix,1,46+,0.166419019,0.53640416,0.099554235,Gamer
560,54,Female,7.78,13.87,12,2,4.77,0.16,Phoenix,0,46+,0.257069409,0.020565553,0.61311054,Productivity User
561,55,Male,2.72,13.41,20,2.05,0.36,2.98,Phoenix,0,46+,0.753676471,1.095588235,0.132352941,Gamer
562,36,Female,1.48,7.43,19,4.89,1,2.7,Los Angeles,0,36-45,3.304054054,1.824324324,0.675675676,Social User
563,25,Male,2.22,7.67,22,0.9,1.74,4.84,Houston,0,18-25,0.405405405,2.18018018,0.783783784,Gamer
564,18,Male,7.58,7.26,22,4,3.1,2.42,Chicago,1,18-25,0.527704485,0.319261214,0.408970976,Social User
565,39,Female,2.05,9.26,15,1.67,2.72,0.32,Houston,0,36-45,0.814634146,0.156097561,1.326829268,Productivity User
566,34,Male,5.14,2.18,19,3.65,0.63,2.76,New York,1,26-35,0.710116732,0.536964981,0.122568093,Social User
567,24,Female,7.05,1.42,24,2.1,1.45,4.21,Chicago,1,18-25,0.29787234,0.597163121,0.205673759,Gamer
568,42,Male,5.28,1.75,6,2.89,1.19,4.98,Houston,1,36-45,0.547348485,0.943181818,0.225378788,Gamer
569,21,Female,2.8,6.78,3,4.16,1.07,2.15,Houston,0,18-25,1.485714286,0.767857143,0.382142857,Social User
570,53,Female,4.01,4.58,3,4.02,2.06,1.6,New York,0,46+,1.002493766,0.399002494,0.513715711,Social User
571,23,Female,11.21,9.09,17,4.33,3.52,4.53,Phoenix,1,18-25,0.386262266,0.404103479,0.314005352,Gamer
572,48,Male,8.44,13.9,15,0.3,1.09,0.96,Chicago,0,46+,0.035545024,0.113744076,0.129146919,Productivity User
573,36,Male,6.46,6.02,19,3.46,1.83,3.08,Chicago,1,36-45,0.535603715,0.476780186,0.283281734,Social User
574,56,Female,1.14,8.46,26,0.7,1.95,2.03,New York,0,46+,0.614035088,1.780701754,1.710526316,Gamer
575,44,Female,11.92,6.4,28,2.08,4.88,0.21,Phoenix,1,36-45,0.174496644,0.01761745,0.409395973,Productivity User
576,27,Male,8.39,12.01,10,2.74,4.77,1.74,Chicago,0,26-35,0.326579261,0.20738975,0.568533969,Productivity User
577,43,Male,4.49,12.73,20,2.01,4,1.33,Chicago,0,36-45,0.44766147,0.296213808,0.890868597,Productivity User
578,36,Male,10.67,12.41,29,2.6,1.21,3.43,Chicago,0,36-45,0.243673852,0.321462043,0.113402062,Gamer
579,56,Female,3.84,13.67,15,4.98,0.34,4.74,Phoenix,0,46+,1.296875,1.234375,0.088541667,Social User
580,20,Male,6.98,1.36,25,0.68,1.58,1.34,New York,1,18-25,0.097421203,0.191977077,0.226361032,Productivity User
581,30,Male,8,11.92,16,3.38,1.33,4.06,Chicago,0,26-35,0.4225,0.5075,0.16625,Gamer
582,45,Female,3.43,10.77,10,1.98,2.53,0.28,Houston,0,36-45,0.577259475,0.081632653,0.737609329,Productivity User
583,37,Male,11.76,3.97,10,0.67,3.89,2.69,Phoenix,1,36-45,0.056972789,0.228741497,0.330782313,Productivity User
584,45,Male,9.23,13.43,29,0.79,4.29,0.35,Los Angeles,0,36-45,0.085590466,0.037919827,0.464788732,Productivity User
585,25,Male,7.14,2.93,28,4.75,4.22,4.67,New York,1,18-25,0.665266106,0.654061625,0.591036415,Social User
586,58,Female,2.99,9.83,17,4.4,1.8,3.83,Houston,0,46+,1.471571906,1.280936455,0.602006689,Social User
587,56,Female,1.59,3.92,29,4.54,3.44,3.29,Chicago,0,46+,2.855345912,2.06918239,2.163522013,Social User
588,18,Female,4.52,6.61,15,4.96,1.56,4.12,Los Angeles,0,18-25,1.097345133,0.911504425,0.345132743,Social User
589,20,Female,9.29,10.35,9,1.04,0.3,3.24,New York,0,18-25,0.111948332,0.34876211,0.032292788,Gamer
590,30,Female,3.96,8.32,7,1.78,3.51,4.84,Phoenix,0,26-35,0.449494949,1.222222222,0.886363636,Gamer
591,45,Female,6.94,6.56,19,3.35,0.05,3.57,Los Angeles,1,36-45,0.482708934,0.514409222,0.007204611,Gamer
592,42,Female,9.01,5.24,27,2.42,2.05,4.62,Los Angeles,1,36-45,0.268590455,0.512763596,0.227524972,Gamer
593,50,Male,2.19,11.92,18,2.09,1.65,2.59,Houston,0,46+,0.9543379,1.182648402,0.753424658,Gamer
594,55,Male,8.54,2.87,25,1.79,3.47,0.59,New York,1,46+,0.209601874,0.069086651,0.406323185,Productivity User
595,23,Female,2.01,6.59,4,2.97,3.83,2.64,Houston,0,18-25,1.47761194,1.313432836,1.905472637,Productivity User
596,49,Male,11.62,12.75,24,2.88,1.52,0.63,Houston,0,46+,0.247848537,0.054216867,0.13080895,Social User
597,38,Male,6.37,12,20,0.81,4.06,2.96,Chicago,0,36-45,0.127158556,0.464678179,0.637362637,Productivity User
598,33,Female,2.66,6.21,19,2.36,1.47,2.41,Phoenix,0,26-35,0.887218045,0.906015038,0.552631579,Gamer
599,38,Male,4.77,10.92,9,2.77,2.23,3.11,Los Angeles,0,36-45,0.580712788,0.651991614,0.467505241,Gamer
600,28,Male,5.55,11.7,15,2.85,3.64,0.05,New York,0,26-35,0.513513514,0.009009009,0.655855856,Productivity User
601,54,Male,9.34,12.56,20,1.05,3.46,0.97,Phoenix,0,46+,0.1124197,0.10385439,0.370449679,Productivity User
602,53,Male,9.18,8.08,16,3.71,4.94,2.46,Phoenix,1,46+,0.404139434,0.267973856,0.538126362,Productivity User
603,52,Male,7.73,3.66,20,0.13,1.13,4.75,New York,1,46+,0.016817594,0.614489004,0.1461837,Gamer
604,36,Female,2.17,4.32,15,1.77,3.31,1.92,Phoenix,0,36-45,0.815668203,0.884792627,1.525345622,Productivity User
605,37,Female,2.67,4.84,13,3.9,3.05,2.12,Chicago,0,36-45,1.460674157,0.794007491,1.142322097,Social User
606,35,Female,2.03,8.72,23,2.82,4.58,3.57,Phoenix,0,26-35,1.389162562,1.75862069,2.256157635,Productivity User
607,58,Male,7.35,1.43,23,1.31,0.78,3.02,Chicago,1,46+,0.178231293,0.410884354,0.106122449,Gamer
608,31,Female,10.65,9.27,18,3.47,3.76,1.49,Los Angeles,1,26-35,0.325821596,0.139906103,0.353051643,Productivity User
609,32,Male,5.77,5.74,25,2.84,2.84,2.05,Los Angeles,1,26-35,0.49220104,0.355285962,0.49220104,Balanced
610,48,Male,2.77,4.84,19,3.98,1.37,1.09,Houston,0,46+,1.436823105,0.393501805,0.494584838,Social User
611,18,Male,7.14,12.43,10,3.68,2.37,4.83,Chicago,0,18-25,0.515406162,0.676470588,0.331932773,Gamer
612,20,Male,9.93,6.98,21,3.05,1.67,0.65,Los Angeles,1,18-25,0.30715005,0.065458207,0.168177241,Social User
613,33,Female,9.16,2.24,22,2.44,2.9,1.86,Phoenix,1,26-35,0.266375546,0.203056769,0.316593886,Productivity User
614,40,Female,10.7,11.75,17,0.67,4.45,0.13,New York,0,36-45,0.062616822,0.012149533,0.41588785,Productivity User
615,28,Male,4.06,1.62,11,1.31,2.85,1.11,New York,1,26-35,0.322660099,0.273399015,0.701970443,Productivity User
616,29,Female,3.13,10.45,22,2.1,3.16,3.9,Chicago,0,26-35,0.670926518,1.24600639,1.009584665,Gamer
617,27,Male,10.68,11.06,12,3,2.59,1.01,Houston,0,26-35,0.280898876,0.094569288,0.242509363,Social User
618,49,Female,8.23,5.58,14,2.57,0.26,0.4,Phoenix,1,46+,0.312272175,0.048602673,0.031591738,Social User
619,33,Female,4.42,11.72,23,1.44,1.16,2.37,Chicago,0,26-35,0.325791855,0.536199095,0.262443439,Gamer
620,25,Male,9.17,7.7,25,0.03,2.46,0.05,New York,1,18-25,0.003271538,0.005452563,0.268266085,Productivity User
621,55,Female,9.97,7.02,22,2.48,1.55,0.42,Chicago,1,46+,0.248746239,0.042126379,0.155466399,Social User
622,29,Male,7.76,1.59,3,1.43,0.91,4.04,Phoenix,1,26-35,0.184278351,0.520618557,0.117268041,Gamer
623,41,Female,8.57,4.77,27,3.67,2.52,3.86,Los Angeles,1,36-45,0.42823804,0.450408401,0.294049008,Gamer
624,45,Male,5.13,13.1,22,0.12,1.61,4.58,Phoenix,0,36-45,0.023391813,0.892787524,0.313840156,Gamer
625,25,Male,6.93,6.09,11,2.92,1.29,4.27,Los Angeles,1,18-25,0.421356421,0.616161616,0.186147186,Gamer
626,45,Female,6.77,8.11,24,4.71,2.32,3.42,Los Angeles,0,36-45,0.695716396,0.505169867,0.342688331,Social User
627,53,Female,10.33,7.92,17,0.87,0.67,0.26,Los Angeles,1,46+,0.084220716,0.025169409,0.064859632,Social User
628,43,Male,10.24,8.68,3,2.36,4.64,3.91,Chicago,1,36-45,0.23046875,0.381835938,0.453125,Productivity User
629,25,Female,10.16,1.8,14,0.46,4.34,4.23,New York,1,18-25,0.045275591,0.416338583,0.427165354,Productivity User
630,45,Female,1.12,5.71,5,3.13,3.54,4,Chicago,0,36-45,2.794642857,3.571428571,3.160714286,Gamer
631,45,Male,9.25,10.4,13,2.75,0.53,2.54,New York,0,36-45,0.297297297,0.274594595,0.057297297,Social User
632,54,Male,9.35,3.61,4,2.04,3.88,1.16,Phoenix,1,46+,0.218181818,0.124064171,0.414973262,Productivity User
633,58,Female,8.46,3.65,18,2.61,4.04,4.23,Houston,1,46+,0.308510638,0.5,0.477541371,Gamer
634,53,Male,9.32,1.13,11,4.48,3.84,3.64,Phoenix,1,46+,0.480686695,0.39055794,0.412017167,Social User
635,44,Male,10.26,6.69,17,0.98,0.57,4.9,Chicago,1,36-45,0.095516569,0.477582846,0.055555556,Gamer
636,34,Male,6.17,12.48,14,0.11,3.22,0.78,Chicago,0,26-35,0.017828201,0.126418152,0.521880065,Productivity User
637,26,Female,6.52,1.67,3,4.31,4.17,1.13,New York,1,26-35,0.661042945,0.173312883,0.639570552,Social User
638,50,Female,2.37,3.48,15,2.89,2.89,1.06,Chicago,0,46+,1.219409283,0.447257384,1.219409283,Balanced
639,37,Male,5.24,5.03,16,4.45,3.23,3.96,Los Angeles,1,36-45,0.849236641,0.755725191,0.616412214,Social User
640,30,Female,8.08,10.51,27,2.98,2.29,0.93,Chicago,0,26-35,0.368811881,0.11509901,0.283415842,Social User
641,45,Male,9.58,9.33,27,4.05,2.64,0.33,New York,1,36-45,0.422755741,0.034446764,0.275574113,Social User
642,46,Female,3.39,6.41,10,2.15,0.17,4.99,New York,0,46+,0.634218289,1.471976401,0.050147493,Gamer
643,30,Male,2.52,10.87,10,3.75,3.19,0.12,Los Angeles,0,26-35,1.488095238,0.047619048,1.265873016,Social User
644,52,Male,8.29,8.93,29,4.57,0.41,4.18,New York,0,46+,0.551266586,0.504221954,0.049457177,Social User
645,23,Female,1.02,12.65,14,2.86,2.18,1.83,Houston,0,18-25,2.803921569,1.794117647,2.137254902,Social User
646,35,Male,2.96,11.63,3,0.9,1.46,4.21,Phoenix,0,26-35,0.304054054,1.422297297,0.493243243,Gamer
647,22,Female,1.32,4.29,13,1.34,2.73,2.77,Chicago,0,18-25,1.015151515,2.098484848,2.068181818,Gamer
648,42,Female,2.84,4.53,10,0.99,0.67,4.51,Houston,0,36-45,0.348591549,1.588028169,0.235915493,Gamer
649,19,Male,2.99,2.63,12,1.23,3.46,4.63,Chicago,1,18-25,0.411371237,1.548494983,1.157190635,Gamer
650,27,Male,5.26,5.38,21,1.53,3.98,0.05,Houston,0,26-35,0.290874525,0.009505703,0.756653992,Productivity User
651,47,Female,5.43,13.99,13,2.78,0.82,0.38,Chicago,0,46+,0.511970534,0.069981584,0.151012891,Social User
652,22,Male,10.62,6.27,9,2.94,0.52,1.25,Los Angeles,1,18-25,0.276836158,0.117702448,0.048964218,Social User
653,50,Male,6.61,3.87,13,2.13,0.73,3.35,New York,1,46+,0.322239032,0.506807867,0.110438729,Gamer
654,18,Male,8.96,10.91,19,3.08,4.39,4.44,New York,0,18-25,0.34375,0.495535714,0.489955357,Gamer
655,35,Male,2.15,8.05,3,0.41,2.64,2.3,Los Angeles,0,26-35,0.190697674,1.069767442,1.227906977,Productivity User
656,49,Male,3.48,2.94,28,0.44,2.34,3.03,Houston,1,46+,0.126436782,0.870689655,0.672413793,Gamer
657,28,Female,8.73,5.95,23,0.86,0.53,0.94,Phoenix,1,26-35,0.098510882,0.107674685,0.060710195,Gamer
658,38,Female,1.58,6.39,23,2.59,3.25,4.02,Houston,0,36-45,1.639240506,2.544303797,2.056962025,Gamer
659,43,Male,6.35,10.8,10,1.07,4.34,4.84,New York,0,36-45,0.168503937,0.762204724,0.683464567,Gamer
660,42,Male,7.59,1.27,25,1.42,4.14,1.34,Phoenix,1,36-45,0.187088274,0.17654809,0.545454545,Productivity User
661,39,Male,7.62,4.5,26,2,3.13,2.47,Chicago,1,36-45,0.262467192,0.324146982,0.410761155,Productivity User
662,44,Female,1.25,7.73,8,4.06,0.38,0.43,Phoenix,0,36-45,3.248,0.344,0.304,Social User
663,30,Male,4.54,4.5,24,0.07,0.56,2.8,Houston,1,26-35,0.015418502,0.616740088,0.123348018,Gamer
664,50,Female,8,9.17,20,3.25,0.25,2.51,Los Angeles,0,46+,0.40625,0.31375,0.03125,Social User
